num_cards,mcts_heads,player_0_heads,player_1_heads,player_2_heads,player_3_heads,winner
5,65,54,36,56,77,2
5,70,69,48,53,17,4
5,27,51,70,43,33,0
5,56,50,38,70,56,2
5,70,23,42,9,44,3
5,17,45,77,45,67,0
5,25,30,20,68,81,2
5,17,35,30,34,70,0
5,55,66,61,39,51,3
5,25,16,17,46,77,1
5,35,84,35,32,58,3
5,27,33,56,68,57,0
5,53,37,29,37,76,2
5,53,54,67,62,72,0
5,46,71,43,57,58,2
5,19,75,55,23,38,0
5,30,72,27,61,48,2
5,28,68,57,35,38,0
5,22,18,68,21,5,4
5,51,72,40,41,65,2
5,41,67,36,49,15,4
5,20,75,42,20,33,-1
5,27,64,40,74,75,0
5,66,59,43,35,53,3
5,38,72,58,52,48,0
5,53,58,41,77,59,2
5,76,62,44,61,51,2
5,16,28,29,73,20,0
5,57,43,38,75,56,2
5,54,66,58,66,55,0
5,36,69,67,68,64,0
5,64,66,60,63,48,4
5,47,36,64,35,73,3
5,40,41,65,54,70,0
5,42,14,49,41,76,1
5,16,66,51,49,65,0
5,27,45,48,67,55,0
5,60,66,18,39,34,2
5,35,55,74,17,26,3
5,53,53,53,49,71,3
5,63,67,56,56,67,-1
5,26,44,34,44,70,0
5,69,26,53,43,41,1
5,37,33,69,35,23,4
5,3,25,67,53,37,0
5,36,52,75,40,58,0
5,40,64,74,45,12,4
5,38,69,37,52,51,2
5,43,49,52,66,23,4
5,14,47,47,67,43,0
5,15,19,10,66,51,2
5,31,42,46,66,60,0
5,9,38,68,41,39,0
5,29,39,19,68,54,2
5,67,49,63,42,55,3
5,46,67,34,35,63,2
5,15,66,58,40,46,0
5,46,61,68,62,38,4
5,55,52,74,71,37,4
5,50,41,32,26,79,3
5,23,8,26,30,67,1
5,38,57,14,82,54,2
5,10,22,39,42,74,0
5,53,56,68,27,66,3
5,67,29,10,64,26,2
5,21,69,27,18,66,3
5,71,48,36,55,34,4
5,29,69,21,39,36,2
5,20,45,75,43,60,0
5,52,38,66,63,64,1
5,40,75,40,28,23,4
5,69,35,30,46,36,2
5,13,5,67,20,23,1
5,24,19,22,68,51,1
5,27,66,45,53,54,0
5,39,35,57,55,74,1
5,44,52,36,67,26,4
5,54,38,51,66,39,1
5,23,45,50,11,71,3
5,73,27,35,46,59,1
5,40,42,32,66,64,2
5,11,32,40,69,65,0
5,61,78,61,57,33,4
5,38,40,55,67,59,0
5,29,74,49,65,45,0
5,44,50,77,59,63,0
5,34,69,48,58,61,0
5,35,66,46,13,50,3
5,28,56,52,37,66,0
5,46,34,52,68,51,1
5,70,35,40,43,73,1
5,42,55,66,45,66,0
5,56,57,48,57,67,2
5,45,20,77,31,44,1
5,43,66,35,35,47,-1
5,47,47,57,68,76,-1
5,66,37,52,57,63,1
5,23,81,35,58,38,0
5,10,44,42,38,72,0
5,55,72,56,42,41,4
5,48,60,61,67,66,0
5,34,32,28,67,63,2
5,5,35,47,69,23,0
5,57,69,46,47,56,2
5,45,29,40,14,71,3
5,25,68,72,44,58,0
5,18,36,25,31,71,0
5,40,51,75,28,22,4
5,39,52,25,69,39,2
5,66,61,33,17,17,-1
5,41,59,57,69,69,0
5,38,63,74,49,56,0
5,18,72,38,18,27,-1
5,23,17,17,67,5,4
5,37,45,26,70,36,2
5,44,46,25,67,27,2
5,27,64,75,68,55,0
5,41,71,32,41,69,2
5,60,73,60,65,44,4
5,23,33,37,67,36,0
5,27,76,28,34,55,0
5,67,57,67,25,71,3
5,34,41,68,32,60,3
5,50,72,38,58,43,2
5,53,79,46,64,68,2
5,44,25,75,46,52,1
5,51,69,43,38,41,3
5,44,73,47,65,43,4
5,25,41,63,64,73,0
5,23,30,38,72,69,0
5,9,42,27,38,71,0
5,9,40,29,30,69,0
5,26,37,69,51,32,0
5,22,55,72,36,24,0
5,21,30,33,62,67,0
5,15,57,69,9,50,3
5,33,51,47,66,56,0
5,28,45,63,70,71,0
5,40,58,75,62,62,0
5,9,21,13,22,72,0
5,22,46,69,67,44,0
5,35,62,60,63,70,0
5,32,68,51,58,67,0
5,67,45,50,68,51,1
5,18,13,33,71,21,1
5,77,50,49,49,62,-1
5,45,26,32,32,68,1
5,21,68,52,54,65,0
5,43,69,58,22,51,3
5,43,66,56,35,52,3
5,53,55,38,37,72,3
5,54,72,65,55,65,0
5,12,61,49,85,62,0
5,75,46,58,59,26,4
5,56,69,32,20,65,3
5,47,30,74,24,54,3
5,21,46,71,53,72,0
5,15,41,73,16,11,4
5,36,72,56,69,59,0
5,52,23,37,70,11,4
5,24,47,49,69,42,0
5,30,33,51,56,86,0
5,27,67,43,39,77,0
5,43,55,63,53,66,0
5,49,55,47,33,68,3
5,48,59,52,44,66,3
5,56,68,57,50,48,4
5,21,46,48,32,66,0
5,44,55,51,75,52,0
5,50,52,37,33,73,3
5,27,51,33,60,69,0
5,24,62,73,59,47,0
5,69,39,35,69,12,4
5,41,73,40,50,56,2
5,6,25,46,69,35,0
5,35,63,76,32,63,3
5,59,42,25,66,54,2
5,41,68,30,38,44,2
5,48,50,47,35,71,3
5,59,64,59,71,61,-1
5,48,42,75,41,50,3
5,17,70,44,13,25,3
5,24,28,45,76,47,0
5,55,58,64,34,67,3
5,40,60,64,60,69,0
5,23,72,25,31,27,0
5,13,44,67,25,41,0
5,37,37,50,26,78,3
5,21,53,72,54,58,0
5,24,13,69,60,52,1
5,57,41,51,74,67,1
5,59,31,23,68,38,2
5,31,50,39,51,73,0
5,65,62,65,68,64,1
5,31,67,34,71,46,0
5,51,67,22,24,33,2
5,41,11,53,36,67,1
5,4,40,38,69,43,0
5,39,47,56,52,66,0
5,13,75,35,20,71,0
5,65,55,72,58,55,-1
5,52,49,60,67,48,4
5,36,20,55,74,59,1
5,33,40,48,55,72,0
5,19,44,32,22,71,0
5,17,37,68,65,68,0
5,29,70,32,38,25,4
5,43,66,22,64,46,2
5,32,36,54,68,27,4
5,43,35,66,42,73,1
5,19,57,9,39,67,2
5,15,32,37,45,67,0
5,9,36,68,21,53,0
5,22,21,67,70,66,1
5,20,65,20,37,75,-1
5,31,42,58,64,76,0
5,44,48,67,37,50,3
5,60,47,48,66,35,4
5,14,12,43,25,73,1
5,32,48,73,40,17,4
5,34,25,57,66,47,1
5,13,79,44,32,65,0
5,24,41,58,62,68,0
5,69,33,26,58,51,2
5,15,71,17,29,42,0
5,16,67,16,19,30,-1
5,13,40,69,60,54,0
5,50,67,19,47,30,2
5,15,32,85,45,21,0
5,48,42,28,27,71,3
5,31,36,64,72,47,0
5,63,19,32,75,32,1
5,81,61,23,38,70,2
5,19,55,47,79,52,0
5,39,72,45,34,62,3
5,27,57,45,78,76,0
5,38,30,49,68,42,1
5,46,44,70,32,48,3
5,35,52,66,63,40,0
5,24,21,9,43,68,2
5,42,76,34,24,26,3
5,49,70,63,54,61,0
5,19,38,34,39,76,0
5,31,43,55,60,71,0
5,44,31,14,35,72,2
5,27,29,66,25,50,3
5,15,59,68,27,56,0
5,43,44,62,38,75,3
5,33,48,33,76,46,-1
5,46,73,60,57,43,4
5,21,59,22,15,72,3
5,32,34,13,70,45,2
5,38,13,60,62,77,1
5,36,68,30,33,30,-1
5,31,29,34,66,51,1
5,73,25,34,39,50,1
5,28,80,53,72,58,0
5,28,61,66,57,74,0
5,22,25,27,4,70,3
5,23,47,50,28,66,0
5,59,49,25,48,67,2
5,57,66,25,56,56,2
5,51,43,32,75,48,2
5,22,74,37,43,57,0
5,21,66,46,53,70,0
5,25,62,54,69,55,0
5,32,47,54,77,49,0
5,28,48,37,70,53,0
5,45,68,36,60,48,2
5,24,36,48,76,45,0
5,17,16,39,67,8,4
5,55,42,41,69,31,4
5,26,64,60,69,47,0
5,35,45,26,71,57,2
5,35,69,60,31,17,4
5,81,59,46,39,59,3
5,26,70,32,16,44,3
5,49,66,50,43,48,3
5,46,67,36,32,58,3
5,20,60,47,72,37,0
5,24,59,54,43,81,0
5,71,59,41,41,54,-1
5,73,59,46,31,55,3
5,31,61,53,69,52,0
5,45,61,70,43,57,3
5,27,25,24,72,24,-1
5,30,65,21,55,67,2
5,42,42,52,72,59,-1
5,14,34,36,69,59,0
5,42,29,60,78,34,1
5,34,56,78,38,41,0
5,78,43,43,28,54,3
5,36,31,63,66,61,1
5,60,69,36,64,61,2
5,23,35,29,52,68,0
5,16,21,69,25,60,0
5,17,71,44,47,34,0
5,44,78,61,39,48,3
5,58,52,68,32,25,4
5,32,58,68,56,37,0
5,30,67,43,73,59,0
5,34,68,46,46,71,0
5,26,41,47,75,49,0
5,44,22,19,74,53,2
5,40,32,42,16,67,3
5,35,61,61,70,37,0
5,56,69,41,48,40,4
5,34,41,29,66,69,2
5,55,53,16,50,69,2
5,9,45,9,74,36,-1
5,68,33,49,48,65,1
5,20,49,27,73,45,0
5,15,28,52,74,71,0
5,66,36,30,48,65,2
5,70,42,56,56,58,1
5,33,21,35,13,77,3
5,23,35,48,69,31,0
5,43,19,43,67,24,1
5,86,30,61,52,56,1
5,33,56,46,45,77,0
5,13,66,41,58,26,0
5,22,38,58,31,66,0
5,44,26,68,68,48,1
5,31,69,47,71,60,0
5,51,64,76,70,66,0
5,62,69,70,66,61,4
5,10,48,53,36,72,0
5,68,44,66,57,49,1
5,69,19,37,48,33,1
5,49,57,59,72,49,-1
5,16,34,74,18,20,0
5,62,46,63,37,69,3
5,70,49,51,11,26,3
5,28,24,40,35,66,1
5,54,54,61,37,84,3
5,50,62,54,35,71,3
5,37,39,85,36,26,4
5,29,39,70,52,22,4
5,30,58,51,40,67,0
5,29,58,41,53,73,0
5,41,62,45,77,31,4
5,35,51,66,60,50,0
5,61,53,66,29,69,3
5,29,55,54,68,51,0
5,57,63,64,33,68,3
5,21,48,70,27,13,4
5,49,44,40,70,58,2
5,27,65,50,69,49,0
5,18,42,26,82,26,0
5,34,41,58,67,37,0
5,23,44,58,34,81,0
5,30,71,41,30,57,-1
5,6,24,72,28,26,0
5,28,61,76,28,39,-1
5,27,51,47,60,72,0
5,57,69,64,39,60,3
5,36,56,27,70,65,2
5,27,63,85,65,42,0
5,40,57,29,49,69,2
5,16,56,31,57,70,0
5,39,72,19,52,41,2
5,28,11,77,29,37,1
5,38,52,76,72,35,4
5,28,33,52,69,58,0
5,50,28,64,74,38,1
5,67,56,74,42,42,-1
5,45,45,38,14,67,3
5,30,75,49,44,42,0
5,22,58,40,73,50,0
5,52,54,31,61,73,2
5,27,34,77,58,35,0
5,2,66,23,41,19,0
5,37,20,25,53,76,1
5,70,42,32,22,38,3
5,21,19,67,36,34,1
5,36,33,40,69,36,1
5,26,12,71,57,56,1
5,43,35,32,16,80,3
5,30,25,50,61,77,1
5,38,56,81,30,47,3
5,22,54,81,60,61,0
5,47,34,20,19,69,3
5,24,39,52,72,47,0
5,53,24,37,67,41,1
5,79,37,31,42,36,2
5,29,29,57,43,78,-1
5,70,43,59,37,35,4
5,31,38,36,74,41,0
5,14,66,22,26,40,0
5,34,44,70,42,57,0
5,53,69,66,74,45,4
5,24,25,35,69,34,0
5,63,47,51,68,54,1
5,60,66,44,15,39,3
5,39,25,73,25,48,-1
5,56,61,17,67,54,2
5,64,58,42,76,52,2
5,66,46,32,33,29,4
5,55,67,44,46,37,4
5,76,29,54,37,21,4
5,32,65,50,66,54,0
5,13,21,70,31,41,0
5,35,70,29,82,54,2
5,31,69,59,64,35,0
5,21,58,61,42,70,0
5,34,30,37,66,17,4
5,36,40,15,71,46,2
5,76,39,14,48,57,2
5,14,21,35,51,66,0
5,28,92,38,6,38,3
5,44,49,43,74,66,2
5,39,45,69,31,38,3
5,49,52,62,67,39,4
5,50,53,61,46,66,3
5,55,54,49,66,34,4
5,44,16,52,78,39,1
5,60,71,32,37,37,2
5,21,65,40,54,66,0
5,27,52,69,43,48,0
5,51,32,65,78,52,1
5,62,27,64,66,54,1
5,71,35,63,74,58,1
5,52,58,58,59,70,0
5,61,32,65,66,53,1
5,36,76,66,65,64,0
5,66,48,74,18,32,3
5,21,72,34,31,30,0
5,64,53,47,38,66,3
5,30,26,20,25,70,2
5,42,66,25,29,43,2
5,6,41,57,60,71,0
5,81,80,63,31,52,3
5,14,67,55,50,62,0
5,18,31,70,19,43,0
5,63,33,22,58,72,2
5,22,48,76,46,35,0
5,51,46,60,38,68,3
5,22,6,37,68,28,1
5,37,31,66,49,17,4
5,22,66,28,37,29,0
5,40,41,24,56,71,2
5,37,40,72,36,12,4
5,62,52,65,71,35,4
5,28,26,47,27,79,1
5,71,52,48,46,32,4
5,19,76,41,8,25,3
5,53,67,52,62,32,4
5,48,58,54,68,45,4
5,67,47,52,30,43,3
5,44,71,43,49,53,2
5,42,58,48,35,69,3
5,34,52,65,41,68,0
5,3,24,7,69,2,4
5,24,31,77,32,53,0
5,43,59,28,68,32,2
5,55,55,40,59,72,2
5,36,33,66,61,32,4
5,15,38,72,17,18,0
5,40,67,41,34,24,4
5,21,37,60,77,55,0
5,26,13,51,50,66,1
5,37,56,4,16,68,2
5,31,57,57,72,21,4
5,33,83,33,32,70,3
5,28,28,78,50,26,4
5,25,79,46,35,33,0
5,66,48,69,20,63,3
5,23,68,44,24,19,4
5,36,68,42,53,67,0
5,34,67,63,32,50,3
5,39,36,39,55,72,1
5,46,51,23,26,69,2
5,30,71,60,37,61,0
5,48,52,67,34,17,4
5,37,62,19,58,88,2
5,33,63,17,41,66,2
5,14,77,32,29,20,0
5,31,71,27,49,46,2
5,67,64,33,36,18,4
5,58,60,64,45,72,3
5,54,43,42,81,32,4
5,50,66,40,45,38,4
5,74,42,56,46,69,1
5,42,66,61,67,43,0
5,48,77,64,37,44,3
5,26,66,14,38,41,2
5,8,78,54,49,52,0
5,42,13,64,41,73,1
5,20,27,41,34,69,0
5,22,35,75,40,43,0
5,54,51,67,55,40,4
5,33,57,47,53,68,0
5,38,75,53,39,52,0
5,49,24,39,38,67,1
5,41,18,74,64,9,4
5,59,32,56,24,71,3
5,45,21,67,25,38,1
5,29,73,64,61,58,0
5,65,65,27,90,49,2
5,71,18,50,25,46,1
5,25,76,21,17,7,4
5,46,69,55,58,33,4
5,31,36,34,70,52,0
5,62,47,72,65,60,1
5,43,61,51,61,71,0
5,52,32,64,51,72,1
5,35,68,39,67,11,4
5,44,40,67,37,27,4
5,53,51,69,60,46,4
5,15,26,48,67,55,0
5,31,41,24,71,31,2
5,35,67,7,59,46,2
5,28,78,27,48,59,2
5,43,26,10,58,69,2
5,72,51,52,55,60,1
5,67,24,43,59,44,1
5,22,38,30,68,39,0
5,29,52,66,5,24,3
5,11,74,26,33,13,0
5,27,21,55,64,70,1
5,66,27,54,50,40,1
5,24,29,72,47,61,0
5,39,67,70,78,36,4
5,28,42,37,66,43,0
5,36,53,71,67,33,4
5,29,44,37,78,38,0
5,43,66,62,50,25,4
5,41,38,71,43,40,1
5,6,50,72,43,25,0
5,23,60,67,53,65,0
5,55,69,53,37,32,4
5,50,66,39,48,63,2
5,72,47,70,62,61,1
5,32,65,39,51,69,0
5,25,67,64,46,36,0
5,52,72,24,58,52,2
5,60,71,67,44,48,3
5,32,75,48,34,23,4
5,51,85,56,62,62,0
5,13,50,56,73,71,0
5,39,17,74,57,57,1
5,73,52,28,40,8,4
5,68,29,43,59,50,1
5,41,77,61,47,32,4
5,79,48,55,46,46,-1
5,24,47,76,26,60,0
5,26,64,64,66,27,0
5,60,35,30,75,49,2
5,17,66,21,54,22,0
5,31,28,66,46,87,1
5,48,52,54,67,28,4
