num_cards,mcts_heads,player_0_heads,player_1_heads,winner
5,20,71,27,0
5,37,52,72,0
5,22,13,73,1
5,11,66,40,0
5,28,67,47,0
5,35,64,71,0
5,47,70,64,0
5,27,69,52,0
5,34,67,50,0
5,15,41,68,0
5,42,24,67,1
5,23,75,54,0
5,37,70,24,2
5,36,66,58,0
5,26,63,74,0
5,65,65,66,-1
5,28,69,48,0
5,25,68,12,2
5,49,68,40,2
5,68,40,57,1
5,48,34,66,1
5,68,63,35,2
5,25,36,76,0
5,30,41,67,0
5,53,60,69,0
5,22,67,25,0
5,26,74,40,0
5,54,66,70,0
5,59,40,67,1
5,48,65,69,0
5,51,51,73,-1
5,60,56,74,1
5,28,73,25,2
5,19,54,82,0
5,43,42,67,1
5,58,70,41,2
5,24,67,57,0
5,34,66,56,0
5,47,44,76,1
5,40,75,62,0
5,10,58,71,0
5,31,69,59,0
5,59,49,73,1
5,58,66,62,0
5,33,67,51,0
5,1,21,68,0
5,40,51,67,0
5,52,54,74,0
5,47,57,67,0
5,14,47,68,0
5,64,53,68,1
5,49,36,67,1
5,22,67,48,0
5,30,24,67,1
5,40,74,39,2
5,73,44,70,1
5,25,66,56,0
5,38,75,55,0
5,59,50,66,1
5,37,49,67,0
5,54,57,68,0
5,14,61,68,0
5,29,69,31,0
5,37,71,54,0
5,10,67,64,0
5,66,41,50,1
5,40,64,66,0
5,65,67,59,2
5,24,66,12,2
5,39,66,38,2
5,27,60,66,0
5,35,67,46,0
5,28,69,79,0
5,22,40,66,0
5,32,61,66,0
5,16,52,66,0
5,59,74,49,2
5,9,66,25,0
5,10,39,66,0
5,18,66,43,0
5,21,66,41,0
5,72,46,62,1
5,25,42,67,0
5,19,69,36,0
5,15,66,47,0
5,42,63,67,0
5,35,66,21,2
5,31,36,69,0
5,53,25,69,1
5,35,67,66,0
5,60,40,66,1
5,22,76,46,0
5,42,69,59,0
5,7,10,66,0
5,52,29,76,1
5,57,68,61,0
5,27,67,50,0
5,30,35,66,0
5,43,66,45,0
5,66,44,35,2
5,40,67,49,0
5,14,68,28,0
5,16,62,66,0
5,40,74,42,0
5,56,71,64,0
5,38,69,48,0
5,19,66,61,0
5,46,33,68,1
5,33,50,66,0
5,28,70,65,0
5,25,66,62,0
5,53,78,45,2
5,31,41,76,0
5,23,69,64,0
5,36,66,36,-1
5,41,35,69,1
5,12,66,17,0
5,42,66,59,0
5,17,80,50,0
5,34,31,79,1
5,14,28,70,0
5,36,73,57,0
5,38,67,29,2
5,69,31,56,1
5,29,67,41,0
5,66,67,47,2
5,51,66,54,0
5,23,67,23,-1
5,71,63,64,1
5,36,67,41,0
5,20,70,46,0
5,36,43,68,0
5,32,77,29,2
5,43,69,58,0
5,38,69,57,0
5,19,72,53,0
5,24,49,67,0
5,26,53,69,0
5,27,67,65,0
5,39,47,69,0
5,11,29,74,0
5,27,55,74,0
5,20,72,21,0
5,62,62,68,-1
5,50,45,67,1
5,25,67,68,0
5,35,68,63,0
5,58,56,67,1
5,24,13,66,1
5,17,63,75,0
5,27,70,58,0
5,45,46,68,0
5,47,74,62,0
5,34,34,69,-1
5,41,75,69,0
5,49,59,68,0
5,36,68,56,0
5,57,57,67,-1
5,40,73,49,0
5,34,67,70,0
5,34,74,48,0
5,52,67,53,0
5,23,22,83,1
5,20,68,39,0
5,10,39,67,0
5,10,29,66,0
5,30,66,51,0
5,28,43,75,0
5,22,45,81,0
5,20,11,68,1
5,50,68,58,0
5,16,73,41,0
5,37,66,42,0
5,38,34,71,1
5,32,43,75,0
5,42,37,66,1
5,48,70,49,0
5,34,67,34,-1
5,60,33,68,1
5,21,73,64,0
5,35,42,69,0
5,32,74,56,0
5,34,71,40,0
5,28,39,68,0
5,23,53,66,0
5,33,66,47,0
5,30,68,61,0
5,74,48,62,1
5,20,37,73,0
5,62,29,72,1
5,26,51,67,0
5,36,38,66,0
5,23,36,71,0
5,38,38,72,-1
5,41,49,67,0
5,33,33,76,-1
5,58,41,67,1
5,50,40,67,1
5,54,68,60,0
5,38,37,69,1
5,21,66,46,0
5,74,24,30,1
5,46,47,69,0
5,69,64,66,1
5,68,20,33,1
5,44,69,41,2
5,45,72,56,0
5,66,61,65,1
5,73,33,50,1
5,51,70,45,2
5,34,60,68,0
5,39,69,33,2
5,36,25,68,1
5,66,64,66,1
5,35,38,71,0
5,58,40,77,1
5,19,69,39,0
5,43,66,56,0
5,38,66,61,0
5,24,43,70,0
5,28,58,67,0
5,12,32,68,0
5,38,75,59,0
5,72,57,51,2
5,36,68,36,-1
5,70,52,43,2
5,63,61,67,1
5,54,73,57,0
5,59,53,72,1
5,46,40,66,1
5,72,41,48,1
5,37,68,49,0
5,27,48,66,0
5,16,51,66,0
5,22,48,66,0
5,73,19,41,1
5,59,57,70,1
5,39,31,72,1
5,21,70,50,0
5,24,69,51,0
5,41,58,73,0
5,44,54,69,0
5,47,43,81,1
5,54,72,63,0
5,23,69,37,0
5,29,51,68,0
5,6,31,70,0
5,14,45,66,0
5,26,43,66,0
5,10,69,33,0
5,25,37,70,0
5,66,51,30,2
5,44,47,69,0
5,31,45,79,0
5,26,82,35,0
5,25,40,68,0
5,35,58,67,0
5,46,66,72,0
5,23,68,60,0
5,13,35,67,0
5,59,69,69,0
5,30,73,42,0
5,55,53,69,1
5,36,51,66,0
5,17,49,69,0
5,58,66,39,2
5,35,56,66,0
5,50,61,67,0
5,52,58,74,0
5,58,44,66,1
5,49,66,50,0
5,27,66,26,2
5,17,33,69,0
5,47,25,69,1
5,33,67,60,0
5,29,59,67,0
5,41,46,68,0
5,53,63,71,0
5,51,47,77,1
5,49,66,50,0
5,39,69,32,2
5,57,65,66,0
5,16,35,66,0
5,40,66,39,2
5,59,69,25,2
5,49,57,66,0
5,21,70,47,0
5,63,71,75,0
5,22,65,76,0
5,40,54,66,0
5,14,68,28,0
5,26,55,70,0
5,58,79,60,0
5,36,47,66,0
5,15,41,66,0
5,30,60,72,0
5,64,69,50,2
5,37,57,68,0
5,24,48,66,0
5,68,50,53,1
5,48,47,70,1
5,44,42,66,1
5,67,51,26,2
5,25,46,73,0
5,34,55,70,0
5,36,68,38,0
5,27,47,66,0
5,50,69,51,0
5,7,15,67,0
5,32,71,57,0
5,27,25,66,1
5,16,43,70,0
5,42,68,36,2
5,33,52,67,0
5,55,69,41,2
5,67,28,29,1
5,45,71,59,0
5,13,63,69,0
5,35,72,47,0
5,63,69,61,2
5,45,71,60,0
5,51,67,53,0
5,43,67,55,0
5,24,55,67,0
5,23,76,57,0
5,48,65,73,0
5,44,65,74,0
5,54,26,67,1
5,73,49,56,1
5,19,55,66,0
5,4,9,66,0
5,35,71,39,0
5,29,62,74,0
5,38,66,57,0
5,25,66,35,0
5,21,74,56,0
5,24,38,70,0
5,28,41,66,0
5,53,62,67,0
5,35,56,67,0
5,54,46,72,1
5,44,62,70,0
5,42,71,62,0
5,16,30,76,0
5,16,71,27,0
5,69,51,55,1
5,39,64,76,0
5,26,70,61,0
5,63,53,67,1
5,49,29,70,1
5,63,42,68,1
5,51,69,59,0
5,19,66,57,0
5,27,72,46,0
5,49,61,66,0
5,11,48,68,0
5,19,50,69,0
5,65,44,73,1
5,5,67,31,0
5,41,68,60,0
5,56,71,51,2
5,7,81,44,0
5,32,55,66,0
5,24,30,66,0
5,25,36,67,0
5,23,67,38,0
5,77,38,55,1
5,28,75,63,0
5,28,62,69,0
5,23,66,44,0
5,15,66,47,0
5,54,32,66,1
5,41,71,22,2
5,50,64,71,0
5,33,39,66,0
5,36,66,27,2
5,33,70,40,0
5,45,65,68,0
5,35,55,67,0
5,11,46,74,0
5,48,56,67,0
5,13,47,68,0
5,35,51,69,0
5,24,50,67,0
5,33,39,73,0
5,21,41,74,0
5,19,79,42,0
5,67,58,52,2
5,29,66,30,0
5,22,58,70,0
5,66,61,51,2
5,64,66,57,2
5,23,70,49,0
5,35,68,39,0
5,31,47,66,0
5,38,58,74,0
5,45,67,65,0
5,33,66,22,2
5,51,57,69,0
5,63,57,72,1
5,35,48,66,0
5,37,30,69,1
5,30,66,62,0
5,62,65,84,0
5,43,67,37,2
5,45,65,68,0
5,25,73,56,0
5,41,44,77,0
5,20,70,62,0
5,27,66,64,0
5,35,25,66,1
5,40,70,64,0
5,34,72,55,0
5,21,67,34,0
5,18,78,59,0
5,20,66,29,0
5,61,51,66,1
5,52,71,51,2
5,66,60,47,2
5,42,45,73,0
5,36,47,74,0
5,71,48,49,1
5,28,68,13,2
5,37,75,23,2
5,41,62,68,0
5,40,66,46,0
5,31,13,67,1
5,34,78,49,0
5,36,74,38,0
5,43,66,72,0
5,70,26,66,1
5,27,66,54,0
5,57,67,49,2
5,23,35,68,0
5,16,51,69,0
5,24,66,69,0
5,49,43,75,1
5,20,77,43,0
5,26,71,26,-1
5,44,66,39,2
5,38,60,69,0
5,35,67,64,0
5,41,75,63,0
5,49,72,56,0
5,36,75,43,0
5,50,62,66,0
5,47,52,76,0
5,41,67,58,0
5,33,72,35,0
5,32,59,69,0
5,51,66,55,0
5,50,56,69,0
5,43,66,65,0
5,33,71,57,0
5,12,37,72,0
5,11,66,24,0
5,61,79,62,0
5,45,47,73,0
5,18,47,66,0
5,33,49,69,0
5,46,69,67,0
5,47,68,62,0
5,36,66,27,2
5,26,56,69,0
5,4,66,43,0
5,43,66,62,0
5,50,77,63,0
5,43,70,47,0
5,35,66,16,2
5,41,65,66,0
5,17,47,66,0
5,18,20,71,0
5,22,68,26,0
5,27,69,41,0
5,45,63,67,0
5,27,66,61,0
5,9,66,29,0
5,16,64,73,0
5,56,58,66,0
5,36,74,53,0
5,25,51,72,0
5,13,73,45,0
5,13,62,73,0
5,36,70,39,0
5,25,50,69,0
5,50,50,69,-1
5,54,40,74,1
5,37,66,53,0
5,44,64,66,0
5,20,46,69,0
5,43,60,66,0
5,21,46,71,0
5,24,43,67,0
5,61,29,67,1
5,30,44,69,0
5,13,37,66,0
5,28,66,61,0
5,28,14,70,1
5,18,74,36,0
5,22,52,72,0
5,52,69,53,0
5,72,61,65,1
5,58,68,34,2
5,39,64,66,0
5,36,75,44,0
5,25,70,58,0
5,29,67,61,0
5,42,76,49,0
5,15,61,66,0
5,43,15,66,1
5,30,66,62,0
5,20,66,42,0
5,32,26,67,1
5,12,67,47,0
5,30,29,66,1
5,22,47,69,0
5,43,66,43,-1
5,67,57,62,1
5,32,67,58,0
5,59,66,47,2
5,32,51,72,0
5,25,32,71,0
5,50,70,65,0
5,15,47,73,0
5,48,68,62,0
5,25,50,71,0
5,36,64,68,0
5,27,43,70,0
5,23,41,68,0
5,36,65,68,0
6,63,47,78,1
6,38,73,63,0
6,27,71,28,0
6,64,48,75,1
6,36,71,35,2
6,36,71,61,0
6,28,68,76,0
6,55,31,87,1
6,67,67,57,2
6,40,68,63,0
6,34,24,68,1
6,41,68,53,0
6,37,78,55,0
6,37,66,37,-1
6,50,68,53,0
6,34,47,70,0
6,52,31,69,1
6,26,69,37,0
6,61,69,44,2
6,65,30,68,1
6,40,49,78,0
6,29,26,70,1
6,36,53,68,0
6,17,72,21,0
6,23,58,69,0
6,54,35,66,1
6,8,70,62,0
6,67,48,29,2
6,8,71,40,0
6,68,38,42,1
6,58,68,67,0
6,9,66,63,0
6,52,61,69,0
6,30,48,66,0
6,25,72,32,0
6,15,72,32,0
6,23,70,33,0
6,38,70,34,2
6,36,59,72,0
6,49,42,66,1
6,40,56,68,0
6,51,62,77,0
6,22,72,59,0
6,8,71,11,0
6,30,53,83,0
6,41,35,66,1
6,32,70,45,0
6,37,68,69,0
6,53,75,33,2
6,16,66,31,0
6,33,37,93,0
6,12,59,75,0
6,23,69,69,0
6,57,47,67,1
6,61,58,71,1
6,45,62,66,0
6,53,67,38,2
6,47,71,42,2
6,48,51,67,0
6,14,21,70,0
6,38,71,57,0
6,41,67,50,0
6,51,72,52,0
6,61,66,62,0
6,32,69,44,0
6,31,72,54,0
6,38,81,56,0
6,62,63,66,0
6,33,70,35,0
6,52,72,57,0
6,46,60,68,0
6,30,57,66,0
6,45,26,74,1
6,29,68,50,0
6,13,69,28,0
6,59,53,67,1
6,70,21,67,1
6,20,26,70,0
6,42,57,70,0
6,51,44,70,1
6,20,66,51,0
6,66,28,40,1
6,26,58,77,0
6,44,5,78,1
6,31,68,47,0
6,19,51,66,0
6,40,13,67,1
6,20,30,67,0
6,11,41,72,0
6,15,67,35,0
6,34,44,66,0
6,39,66,28,2
6,36,75,67,0
6,31,68,37,0
6,60,66,67,0
6,46,71,59,0
6,54,73,53,2
6,56,64,67,0
6,48,71,44,2
6,31,42,73,0
6,26,70,65,0
6,52,49,68,1
6,27,66,65,0
6,63,63,71,-1
6,72,60,45,2
6,11,63,67,0
6,6,20,83,0
6,47,70,40,2
6,19,26,67,0
6,33,82,32,2
6,57,63,75,0
6,72,58,33,2
6,41,20,70,1
6,22,66,58,0
6,20,58,66,0
6,41,73,48,0
6,19,51,66,0
6,58,72,55,2
6,53,72,46,2
6,42,56,66,0
6,31,56,66,0
6,46,65,69,0
6,50,67,50,-1
6,35,75,56,0
6,34,33,73,1
6,22,19,72,1
6,37,67,56,0
6,29,60,68,0
6,23,57,72,0
6,25,18,67,1
6,47,70,75,0
6,21,67,33,0
6,53,68,35,2
6,34,78,46,0
6,46,24,71,1
6,43,67,70,0
6,61,59,69,1
6,35,61,68,0
6,49,66,35,2
6,33,47,67,0
6,26,69,38,0
6,10,66,61,0
6,63,36,77,1
6,66,47,58,1
6,23,48,66,0
6,11,68,43,0
6,50,65,72,0
6,4,72,46,0
6,49,67,29,2
6,24,69,64,0
6,55,71,68,0
6,54,66,55,0
6,67,29,23,2
6,20,81,57,0
6,30,66,28,2
6,68,46,48,1
6,47,52,68,0
6,44,80,72,0
6,44,67,64,0
6,59,44,67,1
6,31,31,74,-1
6,55,39,73,1
6,52,69,25,2
6,18,67,37,0
6,49,61,76,0
6,74,63,72,1
6,41,67,45,0
6,35,42,71,0
6,21,57,69,0
6,18,67,66,0
6,41,75,71,0
6,9,73,17,0
6,44,72,43,2
6,20,68,44,0
6,15,68,14,2
6,39,45,74,0
6,46,58,75,0
6,31,67,52,0
6,28,39,66,0
6,48,83,53,0
6,24,72,47,0
6,17,69,47,0
6,51,51,69,-1
6,46,66,54,0
6,22,61,82,0
6,29,71,43,0
6,27,64,68,0
6,34,33,67,1
6,31,65,70,0
6,7,69,30,0
6,29,69,38,0
6,51,58,69,0
6,20,68,30,0
6,51,61,72,0
6,15,67,23,0
6,59,20,68,1
6,46,67,71,0
6,12,35,68,0
6,29,68,34,0
6,47,68,56,0
6,63,50,70,1
6,37,61,72,0
6,14,73,53,0
6,51,62,67,0
6,44,51,72,0
6,65,47,70,1
6,71,48,67,1
6,56,68,44,2
6,50,67,77,0
6,43,53,71,0
6,22,20,68,1
6,70,67,53,2
6,37,62,75,0
6,26,80,56,0
6,70,58,60,1
6,30,35,78,0
6,28,75,40,0
6,36,69,36,-1
6,39,25,75,1
6,42,63,68,0
6,27,50,72,0
6,6,16,68,0
6,6,77,24,0
6,42,67,65,0
6,38,40,75,0
6,43,72,48,0
6,65,57,79,1
6,52,71,25,2
6,52,66,82,0
6,35,71,64,0
6,36,36,71,-1
6,33,44,66,0
6,22,56,70,0
6,65,73,52,2
6,35,78,48,0
6,17,52,70,0
6,78,70,62,2
6,10,26,69,0
6,29,67,35,0
6,38,67,65,0
6,69,48,66,1
6,36,29,68,1
6,52,41,66,1
6,48,77,27,2
6,72,65,65,-1
6,51,45,67,1
6,25,74,58,0
6,28,67,38,0
6,36,61,73,0
6,32,58,70,0
6,72,42,48,1
6,50,77,61,0
6,18,70,39,0
6,18,52,83,0
6,34,49,66,0
6,18,75,44,0
6,37,68,65,0
6,35,68,61,0
6,71,35,45,1
6,13,24,68,0
6,31,80,42,0
6,27,68,45,0
6,66,44,65,1
6,41,66,61,0
6,31,63,67,0
6,48,72,42,2
6,33,46,69,0
6,10,66,71,0
6,36,46,66,0
6,56,74,50,2
6,49,35,71,1
6,40,46,66,0
6,58,39,68,1
6,24,61,68,0
6,19,54,67,0
6,57,73,65,0
6,52,66,62,0
6,31,66,62,0
6,38,34,68,1
6,23,67,60,0
6,11,20,68,0
6,39,76,39,-1
6,37,39,73,0
6,46,74,39,2
6,37,54,67,0
6,28,45,67,0
6,28,39,74,0
6,31,74,42,0
6,30,66,62,0
6,51,67,50,2
6,29,61,67,0
6,24,66,34,0
6,26,71,60,0
6,27,66,59,0
6,19,66,61,0
6,29,75,45,0
6,36,71,36,-1
6,37,44,69,0
6,23,61,71,0
6,24,14,66,1
6,24,36,67,0
6,68,51,60,1
6,24,25,76,0
6,33,75,79,0
6,50,74,58,0
6,67,67,31,2
6,24,70,51,0
6,68,40,48,1
6,34,44,74,0
6,38,70,66,0
6,23,27,67,0
6,41,47,68,0
6,30,71,45,0
6,36,66,58,0
6,18,45,68,0
6,26,72,34,0
6,43,50,67,0
6,34,67,38,0
6,26,34,67,0
6,45,68,55,0
6,51,29,70,1
6,46,26,68,1
6,68,46,53,1
6,59,68,55,2
6,26,66,73,0
6,12,25,67,0
6,34,67,50,0
6,66,51,37,2
6,36,67,60,0
6,20,34,69,0
6,59,43,68,1
6,13,68,42,0
6,32,61,73,0
6,39,68,65,0
6,35,41,74,0
6,19,25,68,0
6,31,66,56,0
6,38,80,53,0
6,52,69,66,0
6,29,71,57,0
6,66,63,71,1
6,36,31,66,1
6,10,59,67,0
6,71,61,67,1
6,67,50,45,2
6,23,78,31,0
6,50,44,73,1
6,41,39,66,1
6,21,36,68,0
6,5,72,40,0
6,31,63,69,0
6,41,54,76,0
6,50,24,75,1
6,31,25,72,1
6,61,67,64,0
6,34,77,13,2
6,28,66,55,0
6,12,16,70,0
6,29,51,69,0
6,57,67,45,2
6,71,59,70,1
6,5,59,71,0
6,32,60,73,0
6,49,63,67,0
6,14,73,34,0
6,15,68,40,0
6,57,63,69,0
6,33,50,71,0
6,31,62,66,0
6,23,57,66,0
6,49,67,64,0
6,30,66,57,0
6,44,68,57,0
6,47,40,67,1
6,37,51,67,0
6,52,61,66,0
6,10,67,44,0
6,48,67,32,2
6,47,66,67,0
6,21,65,69,0
6,68,42,39,2
6,64,54,68,1
6,70,30,46,1
6,33,68,49,0
6,43,67,33,2
6,39,69,59,0
6,15,71,56,0
6,69,63,36,2
