num_cards,mcts_heads,player_0_heads,player_1_heads,winner
6,13,69,46,0
6,56,72,48,2
6,7,71,31,0
6,43,74,60,0
6,56,55,66,1
6,26,71,48,0
6,35,59,69,0
6,36,28,72,1
6,30,68,55,0
6,12,66,24,0
6,40,68,41,0
6,28,31,77,0
6,41,50,66,0
6,79,53,49,2
6,55,69,53,2
6,67,62,49,2
6,29,68,28,2
6,55,43,82,1
6,70,59,67,1
6,35,56,71,0
6,24,66,60,0
6,63,60,66,1
6,20,43,76,0
6,57,39,74,1
6,34,27,69,1
6,43,68,74,0
6,59,69,55,2
6,22,52,67,0
6,43,65,79,0
6,86,58,52,2
6,60,65,72,0
6,22,73,55,0
6,17,69,44,0
6,20,57,70,0
6,34,43,72,0
6,59,67,65,0
6,21,70,55,0
6,51,63,71,0
6,69,55,67,1
6,70,57,51,2
6,35,26,68,1
6,33,65,72,0
6,43,66,60,0
6,18,73,23,0
6,43,67,45,0
6,41,70,62,0
6,66,76,48,2
6,65,26,74,1
6,66,65,46,2
6,45,66,73,0
6,46,72,60,0
6,39,39,67,-1
6,49,68,43,2
6,21,36,69,0
6,30,15,80,1
6,40,76,74,0
6,29,66,66,0
6,38,68,71,0
6,56,71,53,2
6,34,47,67,0
6,15,75,35,0
6,57,66,47,2
6,64,75,59,2
6,21,78,59,0
6,38,69,72,0
6,54,47,66,1
6,45,71,54,0
6,27,65,70,0
6,20,61,70,0
6,26,36,66,0
6,38,16,70,1
6,61,54,68,1
6,37,69,54,0
6,33,71,41,0
6,54,71,73,0
6,24,26,66,0
6,41,68,51,0
6,42,36,69,1
6,57,73,65,0
6,49,35,79,1
6,45,69,49,0
6,41,55,66,0
6,28,50,66,0
6,40,50,66,0
6,49,71,57,0
6,28,59,74,0
6,67,57,64,1
6,29,67,49,0
6,38,52,70,0
6,41,44,72,0
6,50,33,68,1
6,34,57,72,0
6,57,76,39,2
6,23,78,25,0
6,36,68,46,0
6,44,51,66,0
6,33,63,71,0
6,59,69,28,2
6,39,77,61,0
6,23,44,70,0
6,46,64,69,0
6,51,42,75,1
6,33,36,69,0
6,37,67,45,0
6,22,35,67,0
6,15,34,67,0
6,61,66,41,2
6,58,67,47,2
6,13,68,38,0
6,26,45,70,0
6,40,72,47,0
6,15,68,32,0
6,45,58,73,0
6,42,58,79,0
6,65,84,46,2
6,55,66,52,2
6,27,68,44,0
6,39,39,66,-1
6,27,67,31,0
6,69,64,61,2
6,14,69,34,0
6,29,68,44,0
6,37,39,67,0
6,60,61,67,0
6,49,46,66,1
6,53,77,25,2
6,38,60,67,0
6,19,63,66,0
6,70,44,63,1
6,23,69,55,0
6,67,35,66,1
6,24,66,49,0
6,35,79,57,0
6,81,25,37,1
6,49,66,58,0
6,19,66,32,0
6,37,71,63,0
6,17,29,67,0
6,44,87,49,0
6,50,67,58,0
6,20,75,63,0
6,39,43,66,0
6,57,79,32,2
6,15,60,73,0
6,18,67,48,0
6,59,71,52,2
6,45,65,70,0
6,19,69,30,0
6,23,26,75,0
6,44,56,82,0
6,49,37,67,1
6,32,61,76,0
6,40,66,68,0
6,18,46,68,0
6,58,57,73,1
6,39,72,40,0
6,46,68,33,2
6,47,58,66,0
6,52,34,69,1
6,25,66,61,0
6,46,66,45,2
6,29,82,42,0
6,35,69,57,0
6,23,64,77,0
6,30,71,59,0
6,42,59,68,0
6,36,65,67,0
6,38,29,66,1
6,8,67,31,0
6,39,66,23,2
6,19,69,35,0
6,25,42,66,0
6,43,68,60,0
6,29,65,69,0
6,40,74,66,0
6,42,74,34,2
6,29,72,50,0
6,31,52,69,0
6,29,67,58,0
6,35,66,32,2
6,54,66,64,0
6,42,54,71,0
6,37,70,34,2
6,40,71,50,0
6,41,81,37,2
6,40,67,59,0
6,38,67,66,0
6,43,50,67,0
6,54,70,55,0
6,39,66,62,0
6,56,34,69,1
6,24,78,44,0
6,22,64,76,0
6,45,45,68,-1
6,32,76,51,0
6,43,66,46,0
6,12,66,43,0
6,74,51,29,2
6,43,68,22,2
6,44,58,69,0
6,56,68,54,2
6,17,33,71,0
6,63,61,68,1
6,32,73,60,0
6,23,68,43,0
6,46,66,67,0
6,13,39,73,0
6,25,49,67,0
6,48,58,73,0
6,41,49,67,0
6,25,56,66,0
6,26,32,75,0
6,60,68,54,2
6,21,40,70,0
6,66,30,69,1
6,35,67,54,0
6,35,51,69,0
6,34,68,52,0
6,50,42,72,1
6,52,41,66,1
6,26,68,65,0
6,22,39,70,0
6,27,67,49,0
6,51,66,45,2
6,33,45,68,0
6,33,47,74,0
6,16,74,65,0
6,35,52,66,0
6,26,68,40,0
6,23,21,69,1
6,19,69,37,0
6,59,47,72,1
6,29,60,70,0
6,35,71,45,0
6,41,71,52,0
6,45,70,46,0
6,21,74,54,0
6,32,69,49,0
6,67,30,62,1
6,58,66,51,2
6,58,66,46,2
6,21,70,53,0
6,47,68,65,0
6,8,68,37,0
6,23,79,25,0
6,28,20,71,1
6,47,67,40,2
6,46,73,45,2
6,27,69,60,0
6,42,67,40,2
6,39,30,75,1
6,30,67,52,0
6,39,49,67,0
6,28,26,68,1
6,41,77,60,0
6,31,49,73,0
6,46,53,67,0
6,34,70,78,0
6,20,69,58,0
6,58,57,66,1
6,22,52,68,0
6,37,70,47,0
6,39,69,62,0
6,17,66,39,0
6,62,73,52,2
6,39,70,51,0
6,56,67,64,0
6,48,68,57,0
6,49,66,24,2
6,29,53,76,0
6,25,66,33,0
6,45,34,68,1
6,66,62,48,2
6,31,55,74,0
6,44,76,40,2
6,24,69,22,2
6,25,69,46,0
6,66,30,28,2
6,66,67,60,2
6,46,73,25,2
6,31,57,73,0
6,25,67,49,0
6,37,88,65,0
6,66,50,53,1
6,70,52,72,1
6,51,30,66,1
6,39,46,72,0
6,49,70,67,0
6,23,41,73,0
6,36,64,71,0
6,69,61,61,-1
6,40,59,67,0
6,6,71,22,0
6,33,50,73,0
6,55,34,67,1
6,7,68,28,0
6,38,33,68,1
6,26,70,52,0
6,35,68,72,0
6,40,51,70,0
6,29,57,73,0
6,21,67,33,0
6,33,22,67,1
6,41,33,66,1
6,19,66,25,0
6,9,50,77,0
6,25,46,69,0
6,46,61,69,0
6,54,69,48,2
6,40,71,25,2
6,38,41,73,0
6,38,73,48,0
6,26,69,63,0
6,53,63,66,0
6,51,52,70,0
6,37,71,66,0
6,5,22,69,0
6,36,68,69,0
6,70,41,16,2
6,23,41,66,0
6,36,50,69,0
6,32,36,69,0
6,65,71,43,2
6,67,28,51,1
6,18,23,70,0
6,32,24,73,1
6,34,76,59,0
6,12,71,42,0
6,55,67,68,0
6,31,71,26,2
6,27,66,63,0
6,34,53,72,0
6,49,52,78,0
6,73,29,45,1
6,61,68,51,2
6,29,64,70,0
6,30,53,71,0
6,53,66,50,2
6,15,66,22,0
6,44,62,68,0
6,29,71,49,0
6,40,75,44,0
6,63,51,70,1
6,12,66,55,0
6,37,54,68,0
6,26,58,81,0
6,15,51,66,0
6,21,35,68,0
6,32,70,29,2
6,42,70,62,0
6,33,68,34,0
6,29,35,67,0
6,32,70,50,0
6,9,25,72,0
6,16,78,63,0
6,30,23,74,1
6,24,75,45,0
6,49,60,69,0
6,60,71,56,2
6,60,75,49,2
6,58,71,76,0
6,51,67,66,0
6,33,56,73,0
6,13,67,23,0
6,32,73,59,0
6,37,55,73,0
6,39,66,51,0
6,47,47,78,-1
6,10,67,49,0
6,26,70,66,0
6,32,72,21,2
6,29,42,70,0
6,60,65,72,0
6,32,67,62,0
6,29,27,68,1
6,45,30,74,1
6,43,56,72,0
6,36,38,67,0
6,49,69,26,2
6,46,55,75,0
6,30,68,17,2
6,54,67,34,2
6,67,56,63,1
6,25,23,67,1
6,61,68,61,-1
6,42,56,82,0
6,50,32,72,1
6,59,55,72,1
6,37,75,47,0
6,52,67,54,0
6,59,60,66,0
6,25,67,69,0
6,34,66,77,0
6,21,66,53,0
6,20,67,65,0
6,22,39,74,0
6,27,53,70,0
6,21,35,71,0
6,30,70,67,0
6,55,67,46,2
6,39,69,63,0
6,22,28,67,0
6,29,74,65,0
6,71,56,60,1
6,42,49,74,0
6,30,69,34,0
6,36,69,66,0
6,59,73,42,2
6,10,64,68,0
6,29,29,66,-1
6,53,48,68,1
6,61,74,31,2
6,61,66,39,2
6,47,48,66,0
6,17,41,67,0
6,39,74,59,0
6,33,55,71,0
6,64,49,66,1
6,35,66,52,0
6,36,41,74,0
6,30,60,74,0
6,41,78,61,0
6,60,82,30,2
6,30,38,66,0
6,39,61,68,0
6,27,28,73,0
6,24,65,66,0
6,24,66,62,0
6,49,68,57,0
6,24,17,72,1
6,29,69,21,2
6,47,27,67,1
6,20,66,58,0
6,23,37,67,0
6,27,66,33,0
6,33,49,67,0
6,25,66,57,0
6,32,72,50,0
6,36,68,41,0
6,33,41,74,0
6,44,75,30,2
6,22,50,71,0
6,30,73,54,0
6,62,36,76,1
6,47,37,72,1
6,56,54,68,1
6,23,67,22,2
6,51,70,48,2
6,40,54,66,0
6,24,45,66,0
6,21,39,71,0
6,44,38,66,1
6,25,39,67,0
6,16,69,66,0
6,33,40,68,0
6,51,48,69,1
6,31,68,59,0
6,60,57,77,1
6,22,68,5,2
6,51,69,50,2
6,50,73,55,0
6,43,66,57,0
6,66,48,63,1
6,27,68,65,0
6,46,46,67,-1
6,21,46,75,0
6,22,45,82,0
6,34,61,67,0
6,41,77,51,0
6,54,73,56,0
6,37,45,71,0
6,18,10,70,1
6,47,69,48,0
6,48,75,51,0
6,18,62,67,0
6,63,47,77,1
6,18,43,70,0
6,68,64,44,2
6,12,66,37,0
6,44,70,24,2
6,8,18,71,0
6,11,45,74,0
6,38,66,25,2
6,48,68,57,0
6,45,44,79,1
6,33,66,67,0
6,64,69,51,2
6,46,75,63,0
6,39,66,64,0
6,42,72,63,0
6,60,35,68,1
6,17,48,67,0
6,81,57,44,2
6,49,69,74,0
6,24,69,61,0
6,20,68,30,0
6,47,70,63,0
6,56,56,74,-1
6,36,50,67,0
6,13,75,28,0
6,17,62,68,0
6,43,56,69,0
6,39,72,73,0
6,44,69,59,0
6,33,73,44,0
6,67,47,32,2
6,53,36,66,1
6,55,75,25,2
6,57,73,50,2
6,54,67,54,-1
6,40,31,69,1
6,70,41,25,2
6,27,68,56,0
6,32,66,65,0
6,11,78,37,0
6,44,55,68,0
6,67,55,52,2
6,35,36,66,0
6,49,67,54,0
6,34,58,67,0
6,42,37,66,1
6,42,63,68,0
6,39,83,60,0
6,62,68,43,2
6,20,68,21,0
6,9,49,66,0
6,23,66,36,0
6,32,52,74,0
6,27,71,46,0
6,72,58,64,1
6,20,51,66,0
6,74,63,62,2
6,61,48,68,1
6,34,28,66,1
6,44,58,69,0
6,21,37,68,0
6,24,76,44,0
6,45,76,59,0
6,20,70,53,0
6,61,70,38,2
6,62,58,70,1
6,44,57,70,0
6,62,72,58,2
6,58,57,68,1
6,33,64,71,0
6,36,67,42,0
6,46,75,37,2
6,60,71,49,2
6,33,67,22,2
6,36,61,66,0
6,45,70,27,2
6,26,67,52,0
6,26,65,67,0
6,45,41,83,1
6,21,57,74,0
6,16,66,66,0
6,37,45,70,0
6,41,61,79,0
6,63,69,61,2
6,44,67,67,0
6,33,73,71,0
6,57,66,73,0
6,58,63,76,0
6,69,57,59,1
6,46,68,59,0
6,58,68,48,2
6,58,68,49,2
6,45,57,67,0
6,16,69,42,0
6,70,42,27,2
6,30,57,66,0
6,52,66,73,0
6,38,45,67,0
6,62,72,55,2
6,73,52,47,2
6,56,61,70,0
6,9,15,67,0
6,29,40,67,0
6,36,49,67,0
6,28,23,73,1
6,12,20,75,0
6,36,35,69,1
6,24,65,69,0
6,34,43,72,0
6,33,52,69,0
6,47,71,56,0
6,59,47,66,1
6,21,68,63,0
6,46,68,49,0
6,26,71,38,0
6,38,45,71,0
6,58,52,69,1
6,35,70,61,0
6,40,45,70,0
6,21,67,25,0
6,19,55,68,0
6,27,39,68,0
6,48,66,38,2
6,35,46,68,0
6,30,51,68,0
6,31,31,68,-1
6,46,49,67,0
6,44,75,61,0
6,77,66,56,2
6,36,83,37,0
6,22,71,61,0
6,35,45,70,0
6,35,20,80,1
6,33,59,78,0
6,33,67,60,0
6,19,75,59,0
7,66,54,54,-1
7,57,54,74,1
7,35,68,66,0
7,16,74,64,0
7,72,62,66,1
7,30,72,62,0
7,59,61,68,0
7,57,74,61,0
7,24,69,44,0
7,67,46,63,1
7,41,67,70,0
7,34,61,76,0
7,60,75,59,2
7,53,69,64,0
7,11,72,36,0
7,56,55,67,1
7,29,66,48,0
7,22,67,53,0
7,47,66,65,0
7,43,66,54,0
7,44,67,50,0
7,36,59,70,0
7,44,69,50,0
7,38,72,49,0
7,12,66,58,0
7,31,18,72,1
7,61,50,68,1
7,41,56,67,0
7,21,68,61,0
7,23,68,64,0
7,24,78,27,0
7,24,47,68,0
7,37,63,70,0
7,70,33,39,1
7,26,69,64,0
7,68,39,35,2
7,8,45,67,0
7,15,55,72,0
7,31,63,67,0
7,38,74,31,2
7,37,62,69,0
7,28,67,61,0
7,17,56,70,0
7,66,68,62,2
7,30,71,23,2
7,46,41,66,1
7,34,74,43,0
7,36,65,67,0
7,39,71,47,0
7,14,16,70,0
7,33,29,66,1
7,23,67,29,0
7,34,60,67,0
7,27,61,79,0
7,63,55,66,1
7,47,74,59,0
7,32,76,65,0
7,21,60,68,0
7,19,21,73,0
7,31,69,37,0
7,67,35,43,1
7,46,46,70,-1
7,32,78,30,2
7,26,73,37,0
7,35,66,58,0
7,43,73,47,0
7,32,70,61,0
7,31,68,58,0
7,73,50,52,1
7,30,69,19,2
7,16,63,68,0
7,66,50,47,2
7,24,45,68,0
7,24,71,57,0
7,46,41,85,1
7,37,66,40,0
7,69,42,66,1
7,44,66,45,0
7,30,79,68,0
7,33,73,40,0
7,43,57,85,0
7,39,63,67,0
7,52,61,72,0
7,42,53,78,0
7,41,37,67,1
7,20,22,67,0
7,37,35,72,1
7,38,50,70,0
7,14,43,67,0
7,36,21,72,1
7,64,65,79,0
7,41,67,37,2
7,42,55,71,0
7,39,58,73,0
7,15,57,70,0
7,14,39,77,0
7,46,74,57,0
7,29,40,67,0
7,13,13,75,-1
7,29,66,20,2
7,41,61,66,0
7,36,67,66,0
7,62,60,71,1
7,47,71,44,2
7,22,22,66,-1
7,20,54,75,0
7,37,69,58,0
7,30,41,66,0
7,50,41,66,1
7,55,71,55,-1
7,71,64,57,2
7,29,41,66,0
7,40,68,48,0
7,31,49,86,0
7,31,75,14,2
7,46,74,63,0
7,18,70,62,0
7,47,58,66,0
7,56,62,76,0
7,66,35,19,2
7,66,4,23,1
7,29,69,73,0
7,32,71,61,0
7,38,56,86,0
7,22,75,64,0
7,22,45,74,0
7,40,50,70,0
7,25,39,72,0
7,25,72,58,0
7,12,66,75,0
7,28,66,26,2
7,35,66,48,0
7,41,49,66,0
7,63,48,69,1
7,21,66,47,0
7,30,70,33,0
7,1,64,70,0
7,37,80,44,0
7,19,71,46,0
7,64,51,68,1
7,39,51,66,0
7,33,66,67,0
7,30,66,59,0
7,26,47,67,0
7,16,57,72,0
7,68,69,64,2
7,67,40,34,2
7,24,75,54,0
7,32,67,42,0
7,32,69,40,0
7,45,74,69,0
7,40,45,68,0
7,38,73,58,0
7,30,54,73,0
7,39,39,68,-1
7,36,32,69,1
7,6,68,35,0
7,43,61,71,0
7,69,60,55,2
7,56,49,66,1
7,57,66,40,2
7,46,40,79,1
7,31,66,73,0
7,66,60,78,1
7,29,51,70,0
7,23,70,37,0
7,30,54,68,0
7,13,36,66,0
7,35,52,67,0
7,35,80,77,0
7,50,67,60,0
7,8,32,72,0
7,42,77,63,0
7,41,69,63,0
7,16,38,66,0
7,50,71,53,0
7,50,69,48,2
7,44,75,58,0
7,43,53,66,0
7,52,57,67,0
7,24,32,71,0
7,25,45,75,0
7,36,67,54,0
7,9,69,46,0
7,62,65,76,0
7,18,58,67,0
7,27,47,81,0
7,36,67,56,0
7,41,67,59,0
7,18,66,69,0
7,47,69,39,2
7,66,47,69,1
7,28,66,65,0
7,10,74,47,0
7,25,66,42,0
7,39,61,67,0
7,36,74,53,0
7,26,76,34,0
7,19,70,63,0
7,37,25,81,1
7,41,39,77,1
7,49,73,68,0
7,28,68,63,0
7,46,75,42,2
7,77,58,63,1
7,54,52,66,1
7,14,57,67,0
7,74,48,69,1
7,45,57,71,0
7,50,72,50,-1
7,39,61,75,0
7,33,70,50,0
7,71,64,45,2
7,40,52,68,0
7,38,51,75,0
7,29,50,68,0
7,23,71,31,0
7,26,39,69,0
7,30,51,69,0
7,20,63,71,0
7,49,24,81,1
7,63,44,68,1
7,39,79,63,0
7,12,68,37,0
7,67,22,52,1
7,24,71,44,0
7,17,68,37,0
7,22,24,70,0
7,25,55,71,0
7,66,78,68,0
7,41,79,49,0
7,40,33,66,1
7,54,77,54,-1
7,31,67,35,0
7,39,64,74,0
7,33,67,75,0
7,74,59,27,2
7,37,52,69,0
7,23,68,46,0
7,14,55,76,0
7,37,58,70,0
7,27,68,70,0
7,52,67,43,2
7,49,66,57,0
7,73,39,62,1
7,49,68,51,0
7,39,66,55,0
7,19,72,38,0
7,52,72,59,0
7,34,61,73,0
7,23,28,69,0
7,43,51,80,0
7,67,25,72,1
7,32,66,52,0
7,47,58,70,0
7,17,88,47,0
7,18,68,48,0
7,63,83,31,2
7,48,67,42,2
7,47,57,74,0
7,21,44,66,0
7,66,56,70,1
7,49,78,67,0
7,32,35,72,0
7,12,21,66,0
7,71,28,65,1
7,32,42,80,0
7,35,74,62,0
7,56,67,50,2
7,16,42,66,0
7,37,66,63,0
7,20,43,68,0
7,28,30,74,0
7,65,63,73,1
7,42,45,78,0
7,51,62,69,0
7,66,69,61,2
7,41,48,66,0
7,58,45,78,1
7,63,69,27,2
7,18,45,70,0
7,71,59,53,2
7,45,78,31,2
7,25,48,74,0
7,48,60,66,0
7,18,14,75,1
7,66,28,38,1
7,24,41,68,0
7,31,67,52,0
7,67,73,25,2
7,51,73,67,0
7,34,73,32,2
7,7,70,59,0
7,66,74,62,2
7,37,81,37,-1
7,21,37,69,0
7,72,35,65,1
7,11,67,53,0
7,62,70,47,2
7,40,77,53,0
7,45,46,72,0
7,62,68,61,2
7,29,38,70,0
7,33,75,37,0
7,58,74,77,0
7,46,68,65,0
7,38,74,18,2
7,21,21,67,-1
7,29,57,71,0
7,16,81,35,0
7,42,69,62,0
7,59,67,81,0
7,61,77,62,0
7,19,50,69,0
7,24,53,71,0
7,46,68,63,0
7,19,66,44,0
7,54,62,68,0
7,30,69,41,0
7,29,70,84,0
7,33,43,67,0
7,51,67,53,0
7,21,42,73,0
7,50,69,44,2
7,28,42,94,0
7,17,63,66,0
7,1,44,74,0
7,66,61,65,1
7,40,60,72,0
7,34,71,40,0
7,46,59,66,0
7,59,49,78,1
7,47,71,65,0
7,28,70,52,0
7,33,67,65,0
7,47,66,62,0
7,23,78,65,0
7,40,45,66,0
7,13,62,82,0
7,35,66,26,2
7,40,66,46,0
7,40,53,82,0
7,55,83,53,2
7,32,67,36,0
7,43,66,50,0
7,16,71,56,0
7,32,31,80,1
7,43,69,76,0
7,63,67,75,0
7,47,42,77,1
7,30,68,30,-1
7,27,66,39,0
7,32,77,58,0
7,34,48,71,0
7,66,36,54,1
7,45,75,49,0
7,49,66,24,2
7,36,50,66,0
7,33,72,22,2
7,37,41,75,0
7,26,74,56,0
7,27,77,51,0
7,29,73,52,0
7,40,69,60,0
7,32,69,56,0
7,39,34,67,1
7,22,77,22,-1
7,19,31,67,0
7,28,40,70,0
7,24,43,69,0
7,37,45,66,0
7,29,21,66,1
7,26,47,83,0
7,29,43,71,0
7,17,21,66,0
7,34,74,68,0
7,68,38,60,1
7,57,46,71,1
7,17,30,68,0
7,70,59,67,1
7,63,56,69,1
7,32,55,67,0
7,23,78,53,0
7,55,63,77,0
7,37,37,70,-1
7,71,74,66,2
7,35,77,55,0
7,22,65,76,0
7,12,67,26,0
7,8,70,39,0
7,66,19,55,1
7,62,31,68,1
7,71,44,48,1
7,16,40,66,0
7,51,70,42,2
7,52,45,83,1
7,70,68,34,2
7,22,19,68,1
7,38,69,63,0
7,34,49,71,0
7,68,70,51,2
7,46,52,74,0
7,37,75,67,0
7,71,62,46,2
7,48,42,66,1
7,22,43,70,0
7,74,40,67,1
7,45,46,80,0
7,55,64,74,0
7,27,68,56,0
7,20,51,71,0
7,24,74,33,0
7,44,39,67,1
7,35,39,72,0
7,14,46,66,0
7,8,47,76,0
7,19,74,43,0
7,31,67,49,0
7,17,15,71,1
7,38,77,47,0
7,12,32,69,0
7,78,40,49,1
7,21,74,65,0
7,68,52,50,2
7,30,71,20,2
7,54,40,67,1
7,49,61,68,0
7,33,59,70,0
7,19,79,76,0
7,39,69,50,0
7,22,42,76,0
7,17,58,66,0
7,64,48,67,1
7,53,55,69,0
7,30,39,66,0
7,22,49,72,0
7,31,75,58,0
7,75,67,59,2
7,47,66,61,0
7,56,49,75,1
7,9,68,35,0
7,10,68,66,0
7,76,18,55,1
7,27,75,28,0
7,31,63,66,0
7,22,76,50,0
7,25,70,32,0
7,28,51,71,0
7,46,63,67,0
7,11,75,44,0
7,24,70,65,0
7,51,53,66,0
7,36,72,66,0
7,49,52,75,0
7,21,64,82,0
7,34,69,28,2
7,40,67,58,0
7,57,46,68,1
7,10,66,28,0
7,79,12,32,1
7,46,67,30,2
7,27,35,66,0
7,17,36,67,0
7,21,38,72,0
7,46,75,62,0
7,30,70,38,0
7,68,56,50,2
7,20,72,39,0
7,36,58,69,0
7,48,65,77,0
7,42,85,65,0
7,22,54,72,0
7,47,39,66,1
7,51,68,55,0
7,42,40,75,1
7,23,63,67,0
7,68,48,41,2
7,22,33,66,0
7,57,42,69,1
7,43,50,66,0
7,24,50,67,0
7,70,64,33,2
7,67,58,59,1
7,53,62,71,0
7,72,50,58,1
7,2,33,67,0
7,11,39,69,0
7,51,68,45,2
7,67,67,60,2
7,15,53,82,0
7,38,66,34,2
7,49,72,63,0
7,39,68,14,2
7,26,47,69,0
7,36,65,69,0
7,38,67,62,0
7,27,59,68,0
7,70,53,68,1
7,23,74,61,0
7,25,68,59,0
7,66,56,61,1
7,59,62,74,0
7,54,52,73,1
7,24,66,49,0
7,5,66,34,0
7,28,68,65,0
7,59,52,67,1
7,27,31,69,0
7,44,75,62,0
7,38,74,69,0
7,46,45,73,1
7,36,67,39,0
7,28,29,68,0
7,15,67,36,0
7,37,70,74,0
7,58,40,70,1
7,27,24,76,1
7,25,48,73,0
7,43,71,72,0
7,26,75,54,0
7,25,36,77,0
7,32,67,59,0
7,17,45,76,0
7,80,53,45,2
7,26,69,60,0
7,40,81,65,0
7,20,66,53,0
7,68,60,80,1
7,42,30,67,1
7,57,35,73,1
7,30,69,43,0
7,36,55,66,0
7,42,37,66,1
7,26,69,61,0
7,46,37,70,1
7,42,45,66,0
7,56,71,78,0
7,57,43,68,1
7,34,94,57,0
7,27,67,59,0
7,43,77,18,2
7,16,77,61,0
7,66,35,66,1
7,7,26,67,0
7,35,23,66,1
7,66,52,59,1
7,28,68,59,0
7,35,51,68,0
7,67,50,51,1
7,37,74,53,0
7,30,72,38,0
7,22,67,36,0
7,49,67,55,0
7,54,70,63,0
7,50,60,67,0
7,25,66,54,0
7,18,75,40,0
7,18,71,58,0
7,24,67,54,0
7,41,73,67,0
7,16,55,70,0
7,50,44,67,1
7,33,68,70,0
7,27,60,73,0
7,55,70,72,0
7,28,74,52,0
7,51,67,70,0
7,43,67,37,2
7,21,70,63,0
7,48,59,67,0
7,77,63,38,2
7,39,52,67,0
7,35,78,58,0
7,48,70,27,2
7,47,66,60,0
7,68,42,37,2
7,27,45,67,0
7,41,74,50,0
7,31,74,62,0
7,30,38,66,0
7,26,42,69,0
7,31,46,72,0
7,57,51,83,1
7,19,52,69,0
7,54,68,38,2
7,49,59,68,0
7,49,73,28,2
7,52,59,71,0
7,42,69,51,0
7,31,75,62,0
7,44,76,61,0
7,35,61,71,0
7,12,66,12,-1
7,34,59,74,0
7,44,59,72,0
7,37,73,72,0
7,41,54,67,0
7,39,47,71,0
7,34,82,38,0
7,29,49,66,0
7,46,79,32,2
7,28,87,43,0
7,29,38,69,0
7,68,42,72,1
7,9,68,78,0
7,36,72,65,0
7,53,67,87,0
7,38,66,65,0
7,67,44,45,1
7,36,67,66,0
7,33,77,57,0
7,33,38,68,0
7,35,55,75,0
7,63,75,59,2
7,72,53,59,1
7,53,52,67,1
7,39,38,74,1
7,22,40,70,0
7,24,59,69,0
7,38,70,47,0
7,48,66,25,2
7,63,71,60,2
7,27,49,73,0
7,21,42,67,0
7,19,66,52,0
7,21,39,68,0
7,46,68,62,0
7,30,71,60,0
7,32,33,75,0
7,37,71,50,0
7,38,23,72,1
7,48,79,62,0
7,53,66,37,2
7,28,88,64,0
7,29,44,69,0
7,40,50,73,0
7,37,77,45,0
7,45,67,42,2
7,15,46,72,0
7,41,62,69,0
7,75,59,42,2
7,26,67,59,0
7,25,75,32,0
7,51,46,73,1
7,79,60,59,2
7,13,66,39,0
7,67,31,42,1
7,29,46,66,0
7,30,58,76,0
7,26,69,28,0
7,68,45,66,1
7,66,64,52,2
7,23,33,76,0
7,34,47,66,0
7,46,76,46,-1
7,50,69,63,0
7,47,64,68,0
7,25,75,53,0
7,64,69,52,2
7,59,66,57,2
7,33,68,38,0
7,64,57,70,1
7,46,47,66,0
7,35,59,67,0
7,21,68,41,0
7,77,58,55,2
7,45,46,76,0
7,29,58,70,0
7,61,68,46,2
7,47,66,85,0
7,40,69,25,2
7,58,67,73,0
7,27,45,76,0
7,48,82,58,0
7,32,49,74,0
7,68,55,40,2
7,29,61,80,0
7,45,56,70,0
7,29,69,33,0
7,26,62,70,0
7,42,44,81,0
7,71,62,61,2
7,50,72,33,2
7,33,72,50,0
7,55,37,70,1
7,54,57,67,0
7,64,66,44,2
7,36,80,50,0
7,33,66,59,0
7,42,62,66,0
7,23,38,81,0
7,48,67,68,0
7,71,58,32,2
7,18,30,71,0
7,32,82,41,0
7,33,54,69,0
7,32,66,31,2
7,26,67,48,0
7,37,58,66,0
7,36,63,72,0
7,57,64,66,0
7,74,36,34,2
7,50,68,51,0
7,23,42,69,0
7,68,48,66,1
7,62,47,67,1
7,63,46,68,1
7,23,66,64,0
7,44,68,64,0
7,25,55,82,0
7,33,81,64,0
7,35,67,44,0
7,34,78,52,0
7,35,46,71,0
7,44,66,67,0
7,61,67,55,2
7,36,75,63,0
7,41,30,71,1
7,13,79,54,0
7,13,40,73,0
7,34,71,56,0
7,20,72,67,0
7,22,69,48,0
7,49,66,65,0
7,45,33,69,1
7,30,74,66,0
7,29,48,66,0
7,43,56,74,0
7,25,73,60,0
7,41,71,39,2
7,27,69,64,0
7,37,30,84,1
7,43,48,66,0
7,35,72,33,2
7,43,38,74,1
7,31,53,68,0
7,29,75,55,0
7,25,70,67,0
7,19,35,68,0
7,67,64,40,2
7,63,24,66,1
7,47,37,75,1
7,40,41,68,0
7,29,32,71,0
7,72,38,46,1
7,51,55,68,0
7,64,71,70,0
7,17,40,70,0
7,47,63,70,0
7,36,26,68,1
7,64,53,68,1
7,65,57,70,1
7,34,79,18,2
7,60,55,69,1
7,44,67,69,0
7,27,41,75,0
7,19,69,77,0
7,40,74,40,-1
7,23,23,72,-1
7,37,70,47,0
7,10,48,69,0
7,44,68,64,0
7,35,66,41,0
7,63,53,69,1
7,44,67,60,0
7,56,55,79,1
7,45,59,66,0
7,32,69,21,2
7,21,36,66,0
7,61,68,70,0
7,33,67,29,2
7,47,49,72,0
7,69,66,62,2
7,68,61,39,2
7,10,71,76,0
7,50,48,75,1
7,31,69,79,0
7,31,93,16,2
7,46,58,71,0
7,67,39,44,1
7,55,50,67,1
7,35,53,69,0
7,59,61,69,0
