num_cards,mcts_heads,player_0_heads,player_1_heads,player_2_heads,winner
5,66,40,5,52,2
5,20,28,50,78,0
5,41,64,33,66,2
5,38,46,68,56,0
5,66,54,66,61,1
5,37,66,43,57,0
5,41,73,51,36,3
5,33,71,30,44,2
5,38,44,71,44,0
5,69,39,57,53,1
5,4,23,73,57,0
5,36,77,40,41,0
5,67,57,52,50,3
5,48,55,70,28,3
5,64,74,38,56,2
5,39,23,70,25,1
5,54,74,22,54,2
5,38,40,73,36,3
5,19,74,26,53,0
5,39,49,63,71,0
5,26,65,52,70,0
5,45,68,55,42,3
5,53,70,45,65,2
5,13,67,44,42,0
5,61,69,64,60,3
5,38,51,38,68,-1
5,32,41,39,71,0
5,40,68,36,24,3
5,7,42,52,72,0
5,42,61,77,39,3
5,35,70,51,40,0
5,49,58,52,66,0
5,30,33,58,74,0
5,13,65,68,31,0
5,66,64,54,41,3
5,67,65,78,50,3
5,73,52,55,63,1
5,26,68,55,37,0
5,70,55,71,59,1
5,36,46,56,68,0
5,15,40,66,55,0
5,60,66,46,41,3
5,10,12,73,19,0
5,20,47,66,33,0
5,24,41,72,50,0
5,50,47,66,64,1
5,30,68,54,42,0
5,48,68,64,69,0
5,25,67,56,72,0
5,18,61,28,67,0
5,58,49,74,52,1
5,37,62,68,43,0
5,41,47,48,67,0
5,46,71,50,58,0
5,56,63,30,72,2
5,52,70,68,31,3
5,38,68,17,42,2
5,23,46,55,79,0
5,19,32,68,55,0
5,39,52,66,28,3
5,48,50,70,35,3
5,19,67,56,57,0
5,25,65,45,74,0
5,40,44,68,25,3
5,41,73,37,68,2
5,18,66,58,24,0
5,43,56,72,41,3
5,56,69,51,53,2
5,63,64,66,62,3
5,52,69,76,34,3
5,28,69,56,59,0
5,41,63,56,68,0
5,45,70,26,63,2
5,4,16,36,66,0
5,21,34,53,69,0
5,23,49,39,71,0
5,20,37,71,45,0
5,28,58,43,70,0
5,49,61,66,15,3
5,28,78,53,69,0
5,16,25,57,76,0
5,14,45,45,72,0
5,59,77,62,61,0
5,39,66,57,61,0
5,18,71,58,72,0
5,71,27,53,45,1
5,13,68,53,47,0
5,53,60,63,76,0
5,40,68,40,48,-1
5,15,43,22,78,0
5,25,31,57,75,0
5,52,43,49,68,1
5,34,50,76,74,0
5,42,69,42,63,-1
5,29,55,72,50,0
5,27,75,67,46,0
5,24,79,27,67,0
5,38,40,68,33,3
5,70,32,27,46,2
5,29,47,68,65,0
5,47,66,62,27,3
5,26,54,68,58,0
5,22,45,49,75,0
5,62,59,14,66,2
5,67,46,47,36,3
5,61,84,42,50,2
5,16,68,35,55,0
5,50,41,43,68,1
5,51,72,31,67,2
5,19,39,70,46,0
5,31,39,75,29,3
5,38,53,75,58,0
5,29,30,76,14,3
5,43,38,45,70,1
5,29,61,31,74,0
5,7,73,61,5,3
5,12,67,47,46,0
5,51,51,58,69,-1
5,48,47,72,63,1
5,55,68,48,49,2
5,46,59,45,68,2
5,18,67,57,63,0
5,42,67,57,61,0
5,42,13,66,49,1
5,51,42,63,67,1
5,9,43,74,28,0
5,4,69,23,7,0
5,11,72,49,20,0
5,44,62,65,66,0
5,43,59,70,71,0
5,9,40,68,44,0
5,14,46,68,52,0
5,49,31,67,30,3
5,68,65,57,31,3
5,33,56,16,71,2
5,76,19,19,31,-1
5,38,71,41,30,3
5,29,37,31,73,0
5,41,66,58,52,0
5,9,82,39,55,0
5,46,43,54,77,1
5,22,25,33,67,0
5,60,73,42,34,3
5,22,79,12,20,2
5,27,66,31,40,0
5,46,65,46,66,-1
5,26,56,70,60,0
5,45,60,50,73,0
5,20,20,31,67,-1
5,1,14,22,69,0
5,66,57,65,64,1
5,74,49,58,57,1
5,39,49,67,20,3
5,63,51,71,61,1
5,15,49,25,66,0
5,30,69,32,61,0
5,14,65,63,74,0
5,38,78,52,42,0
5,35,85,46,22,3
5,13,46,70,32,0
5,45,45,59,74,-1
5,24,66,44,50,0
5,70,68,67,34,3
5,29,50,58,72,0
5,10,71,63,53,0
5,42,66,53,49,0
5,66,17,35,38,1
5,36,63,69,63,0
5,23,72,31,34,0
5,71,29,14,25,2
5,49,59,74,40,3
5,46,61,69,33,3
5,73,22,65,55,1
5,65,49,66,59,1
5,34,64,70,63,0
5,4,66,31,48,0
5,21,24,72,49,0
5,35,49,66,60,0
5,76,35,58,64,1
5,71,43,33,31,3
5,36,74,62,58,0
5,30,75,68,31,0
5,46,54,48,73,0
5,40,40,66,57,-1
5,15,67,53,42,0
5,62,66,69,40,3
5,29,69,21,35,2
5,25,49,66,26,0
5,35,23,67,44,1
5,43,35,77,45,1
5,40,42,53,73,0
5,25,67,57,36,0
5,68,64,42,28,3
5,51,58,69,57,0
5,18,66,57,66,0
5,40,69,42,56,0
5,25,39,21,72,2
5,27,75,47,50,0
5,58,41,69,50,1
5,40,17,66,7,3
5,41,64,41,66,-1
5,38,78,41,44,0
5,53,44,27,66,2
5,21,70,40,48,0
5,22,71,45,50,0
5,43,65,53,72,0
5,74,57,43,46,2
5,39,41,52,66,0
5,58,60,72,56,3
5,29,67,60,29,-1
5,40,18,73,65,1
5,73,47,22,35,2
5,61,66,26,30,2
5,17,69,15,25,2
5,30,74,13,15,2
5,21,62,73,53,0
5,35,28,67,41,1
5,73,26,20,47,2
5,38,20,77,31,1
5,42,25,66,37,1
5,47,61,59,66,0
5,34,70,35,38,0
5,27,38,26,70,2
5,25,39,66,12,3
5,65,62,70,39,3
5,26,57,68,57,0
5,37,64,74,29,3
5,16,45,29,67,0
5,39,25,67,49,1
5,31,49,70,35,0
5,61,75,56,57,2
5,29,64,31,68,0
5,58,52,68,33,3
5,30,67,43,65,0
5,25,28,52,80,0
5,39,42,31,70,2
5,39,55,59,77,0
5,23,50,37,66,0
5,27,66,40,43,0
5,72,53,58,64,1
5,26,59,74,54,0
5,64,55,73,50,3
5,26,31,27,79,0
5,42,68,25,35,2
5,38,55,69,55,0
5,37,71,64,49,0
5,66,66,71,50,3
5,32,72,54,40,0
5,14,58,70,67,0
5,15,40,37,68,0
5,44,66,39,50,2
5,21,76,30,10,3
5,27,72,25,34,2
5,52,47,59,67,1
5,27,62,78,57,0
5,35,21,66,26,1
5,56,67,32,55,2
5,30,56,50,72,0
5,73,64,74,37,3
5,68,16,63,60,1
5,57,57,67,21,3
5,28,67,54,39,0
5,30,51,69,26,3
5,18,41,68,56,0
5,49,52,35,75,2
5,29,65,48,74,0
5,34,71,58,38,0
5,59,58,63,69,1
5,23,53,68,21,3
5,45,72,57,59,0
5,43,52,48,78,0
5,27,48,30,72,0
5,49,82,51,21,3
5,46,49,68,27,3
5,47,64,68,59,0
5,65,67,57,44,3
5,25,13,30,70,1
5,36,35,70,36,1
5,47,59,76,58,0
5,18,60,71,26,0
5,78,61,44,24,3
5,11,24,53,80,0
5,38,18,66,59,1
5,25,31,75,16,3
5,55,73,23,64,2
5,43,70,49,35,3
5,46,71,47,60,0
5,52,67,72,45,3
5,52,39,59,66,1
5,41,60,31,68,2
5,58,61,66,52,3
5,31,51,71,32,0
5,25,74,50,54,0
5,37,36,38,67,1
5,18,75,21,33,0
5,27,74,52,27,-1
5,49,76,32,43,2
5,33,48,76,40,0
5,69,57,24,50,2
5,39,40,67,55,0
5,49,64,32,82,2
5,39,31,60,74,1
5,39,50,71,44,0
5,34,46,33,68,2
5,54,72,36,57,2
5,4,22,71,23,0
5,27,68,52,15,3
5,48,76,56,54,0
5,46,53,44,71,2
5,27,69,23,35,2
5,23,73,45,29,0
5,11,46,67,23,0
5,19,45,41,68,0
5,27,16,38,69,1
5,71,37,35,27,3
5,55,66,53,49,3
5,34,41,69,40,0
5,36,35,40,71,1
5,41,60,67,43,0
5,17,41,35,72,0
5,15,78,61,41,0
5,43,73,58,30,3
5,52,25,70,54,1
5,33,58,71,62,0
5,40,83,69,48,0
5,67,34,43,10,3
5,59,60,67,54,3
5,25,49,29,66,0
5,25,61,59,68,0
5,43,72,43,57,-1
5,37,66,42,60,0
5,33,66,66,65,0
5,52,41,49,81,1
5,41,25,23,74,2
5,42,64,62,71,0
5,34,46,66,33,3
5,36,45,44,76,0
5,53,33,56,71,1
5,53,51,68,15,3
5,53,71,26,31,2
5,52,21,66,56,1
5,35,55,73,33,3
5,58,69,63,60,0
5,30,67,29,55,2
5,16,53,58,73,0
5,23,78,40,15,3
5,39,62,70,52,0
5,3,18,26,66,0
5,28,67,51,14,3
5,44,58,66,61,0
5,40,68,38,38,-1
5,31,66,70,20,3
5,44,41,74,37,3
5,18,32,66,57,0
5,27,35,74,21,3
5,59,66,57,15,3
5,61,67,19,46,2
5,26,57,51,69,0
5,74,60,22,17,3
5,56,60,67,39,3
5,37,40,28,76,2
5,53,60,74,55,0
5,67,47,46,37,3
5,62,75,32,64,2
5,51,41,32,66,2
5,23,71,32,28,0
5,70,47,49,50,1
5,69,66,46,62,2
5,56,52,35,69,2
5,42,39,37,71,2
5,59,43,71,37,3
5,35,76,62,62,0
5,24,49,28,70,0
5,23,80,23,46,-1
5,57,72,68,59,0
5,73,34,30,28,3
5,34,63,70,46,0
5,46,31,66,65,1
5,40,33,45,73,1
5,43,46,71,54,0
5,73,33,48,47,1
5,43,71,57,43,-1
5,68,39,43,31,3
5,26,42,49,67,0
5,28,47,75,24,3
5,50,64,69,51,0
5,37,73,49,47,0
5,42,47,67,46,0
5,31,39,69,53,0
5,49,32,75,37,1
5,57,52,66,50,3
5,54,66,64,64,0
5,66,29,38,13,3
5,40,68,64,57,0
5,55,56,30,67,2
5,60,64,63,68,0
5,30,64,66,53,0
5,27,71,65,60,0
5,23,45,50,67,0
5,44,71,38,42,2
5,24,76,20,38,2
5,45,55,75,37,3
5,60,67,26,53,2
5,35,58,60,70,0
5,31,39,30,67,2
5,11,72,62,43,0
5,43,66,60,58,0
5,48,45,58,67,1
5,14,54,67,29,0
5,56,46,69,55,1
5,28,23,79,46,1
5,55,35,60,73,1
5,51,70,59,53,0
5,56,66,71,51,3
5,46,31,30,71,2
5,36,59,31,67,2
5,9,74,50,40,0
5,64,21,10,77,2
5,42,50,67,36,3
5,40,66,62,60,0
5,36,22,21,68,2
5,42,80,28,62,2
5,41,71,34,53,2
5,28,66,58,52,0
5,9,62,79,26,0
5,36,39,24,67,2
5,35,66,19,65,2
5,20,72,26,67,0
5,60,54,46,68,2
5,36,25,38,70,1
5,26,67,52,39,0
5,20,14,73,57,1
5,25,71,32,46,0
5,31,67,44,35,0
5,32,76,10,49,2
5,68,31,52,49,1
5,66,40,62,65,1
5,15,71,59,54,0
5,32,34,68,48,0
5,6,34,59,78,0
5,20,54,63,79,0
5,52,39,51,71,1
5,30,62,37,70,0
5,41,66,30,68,2
5,41,67,70,35,3
5,73,14,44,67,1
5,27,40,73,58,0
5,13,35,79,60,0
5,46,67,57,48,0
5,37,68,46,49,0
5,27,57,42,69,0
5,60,26,60,73,1
5,22,61,46,66,0
5,19,35,46,69,0
5,32,74,63,61,0
5,44,32,48,68,1
5,39,69,62,37,3
5,27,59,72,66,0
5,26,34,8,77,2
5,4,71,40,52,0
5,38,19,13,67,2
5,25,39,67,43,0
5,52,40,71,47,1
5,66,49,59,50,1
5,28,63,27,67,2
5,50,28,31,67,1
5,11,68,37,65,0
5,29,75,45,30,0
5,26,66,27,32,0
5,25,62,69,56,0
5,41,68,70,44,0
5,58,52,5,72,2
5,62,49,43,69,2
5,39,81,51,46,0
5,58,55,74,48,3
5,37,67,61,22,3
5,45,64,34,74,2
5,59,73,58,34,3
5,23,39,45,67,0
5,41,35,37,66,1
5,73,26,35,65,1
5,13,58,67,49,0
5,38,45,52,71,0
5,39,59,25,67,2
5,56,45,68,58,1
5,26,35,21,67,2
5,32,77,40,34,0
5,16,44,66,33,0
5,42,69,45,61,0
5,71,61,51,35,3
5,25,64,38,72,0
5,57,68,42,18,3
5,65,68,48,82,2
5,57,67,64,50,3
5,43,67,65,46,0
5,50,58,68,51,0
5,24,66,59,45,0
5,41,67,60,36,3
5,14,45,81,28,0
5,36,71,42,27,3
5,24,47,19,69,2
5,49,57,67,35,3
5,66,47,54,36,3
5,35,53,61,74,0
5,19,47,45,72,0
5,37,59,73,37,-1
5,18,36,26,81,0
5,35,72,51,76,0
5,63,52,33,71,2
5,11,70,48,43,0
5,38,36,66,47,1
5,37,67,39,43,0
5,50,56,74,68,0
5,48,68,65,47,3
5,18,55,31,73,0
5,3,29,70,61,0
5,27,67,31,38,0
5,12,31,73,42,0
5,8,38,38,67,0
5,30,70,44,24,3
5,2,26,24,70,0
5,40,53,36,69,2
5,45,60,73,61,0
5,60,43,73,59,1
5,29,71,36,32,0
5,29,69,47,65,0
5,42,53,28,66,2
5,35,68,27,42,2
5,32,66,22,3,3
5,14,81,45,42,0
5,11,35,70,9,3
5,35,57,64,68,0
5,32,51,54,79,0
5,24,66,71,36,0
5,67,14,61,18,1
5,31,29,73,45,1
5,30,55,71,34,0
5,37,28,78,65,1
5,67,75,54,51,3
5,25,81,46,49,0
5,34,23,88,10,3
5,23,59,66,56,0
5,40,58,54,68,0
5,52,15,57,67,1
5,12,35,27,66,0
5,62,42,74,70,1
5,46,67,41,56,2
5,43,51,55,72,0
5,12,47,70,71,0
5,35,28,72,61,1
5,64,72,60,47,3
5,43,63,71,39,3
5,54,65,65,68,0
5,10,68,40,35,0
5,44,70,70,39,3
5,38,31,67,34,1
5,66,39,27,44,2
5,16,54,69,27,0
5,68,61,44,51,2
5,68,59,48,40,3
5,38,70,54,39,0
5,36,54,42,73,0
5,25,57,46,69,0
5,37,53,68,58,0
5,40,63,83,54,0
5,51,14,64,69,1
5,59,68,35,60,2
5,61,70,65,63,0
5,19,26,40,67,0
5,53,56,66,36,3
5,58,66,34,60,2
5,43,61,67,37,3
5,71,61,60,53,3
5,5,10,72,41,0
5,42,71,17,44,2
5,25,76,54,66,0
5,58,58,72,39,3
5,10,66,40,43,0
5,39,70,68,64,0
5,50,33,72,49,1
5,65,68,49,55,2
5,62,45,71,31,3
5,44,51,71,34,3
5,22,75,62,40,0
5,66,67,67,70,0
5,45,52,66,40,3
5,30,22,20,69,2
5,58,54,49,66,2
5,37,53,71,40,0
5,37,82,14,54,2
5,19,67,42,58,0
5,38,55,74,43,0
5,42,26,75,37,1
5,31,47,67,42,0
5,35,40,38,77,0
5,28,78,58,60,0
5,69,64,56,30,3
5,68,32,42,42,1
5,23,19,66,43,1
5,14,68,26,40,0
5,56,18,66,50,1
5,29,70,45,36,0
5,5,29,66,57,0
5,61,43,56,69,1
5,42,26,68,39,1
5,35,56,62,71,0
5,76,58,54,45,3
5,54,76,48,52,2
5,24,40,43,85,0
5,20,66,64,56,0
5,56,57,49,66,2
5,23,68,50,50,0
5,66,54,45,56,2
5,20,60,32,66,0
5,40,65,71,59,0
5,43,57,32,66,2
5,34,39,70,40,0
5,26,50,72,60,0
5,32,56,25,80,2
5,23,37,33,74,0
5,26,75,25,58,2
5,26,8,40,71,1
5,28,59,60,66,0
5,43,62,68,60,0
5,49,66,63,56,0
5,41,17,68,17,-1
5,9,66,4,37,2
5,58,68,43,37,3
5,16,26,67,29,0
5,49,36,72,51,1
5,13,45,72,66,0
5,52,54,41,68,2
5,35,20,33,78,1
5,60,66,45,22,3
5,45,69,49,34,3
5,45,41,69,34,3
5,20,46,39,66,0
5,15,70,45,64,0
5,29,34,73,17,3
5,29,40,70,14,3
5,34,68,19,40,2
5,66,39,46,26,3
5,18,38,16,68,2
5,28,81,66,45,0
5,61,53,77,21,3
5,46,77,52,64,0
5,57,44,53,72,1
5,51,72,40,61,2
5,60,56,72,47,3
5,37,58,59,66,0
5,28,34,41,72,0
5,45,78,30,64,2
5,53,69,52,32,3
5,15,34,66,38,0
5,41,49,13,74,2
5,30,31,67,35,0
5,66,66,63,63,-1
5,38,60,80,59,0
5,49,66,55,62,0
5,25,13,25,68,1
5,50,64,68,39,3
5,66,53,57,44,3
5,25,67,38,35,0
5,63,59,51,67,2
5,61,76,60,65,2
5,27,33,66,31,0
5,16,47,79,49,0
5,55,50,61,70,1
5,6,55,43,72,0
5,24,69,67,11,3
5,44,69,29,58,2
5,59,72,67,62,0
5,34,68,69,60,0
5,52,67,35,49,2
5,46,69,55,46,-1
5,73,67,51,33,3
5,40,43,70,55,0
5,45,18,70,55,1
5,50,69,49,44,3
5,21,70,57,42,0
5,47,28,74,52,1
6,36,44,65,67,0
6,42,53,62,71,0
6,33,43,76,69,0
6,21,34,82,54,0
6,29,30,71,29,-1
6,49,52,42,71,2
6,36,71,65,20,3
6,21,54,35,75,0
6,20,50,52,66,0
6,29,67,36,34,0
6,21,76,46,27,0
6,35,32,67,49,1
6,25,41,74,56,0
6,18,69,51,53,0
6,21,69,59,73,0
6,58,33,73,56,1
6,58,44,64,73,1
6,46,67,46,24,3
6,62,51,66,59,1
6,34,17,29,66,1
6,73,51,25,57,2
6,10,66,55,51,0
6,53,57,28,70,2
6,39,76,49,26,3
6,63,41,70,39,3
6,38,26,67,53,1
6,51,60,12,82,2
6,13,74,34,29,0
6,43,35,71,74,1
6,15,42,61,72,0
6,29,67,58,64,0
6,49,73,50,59,0
6,73,45,44,30,3
6,24,41,69,73,0
6,15,71,37,26,0
6,27,76,55,52,0
6,46,26,67,45,1
6,35,55,47,67,0
6,71,52,21,50,2
6,38,69,51,32,3
6,32,52,55,67,0
6,33,19,66,49,1
6,41,48,71,72,0
6,28,58,39,69,0
6,25,66,30,39,0
6,17,34,71,80,0
6,66,37,24,29,2
6,62,53,70,59,1
6,45,70,42,56,2
6,66,72,13,42,2
6,22,66,42,55,0
6,53,41,74,73,1
6,59,53,59,73,1
6,57,62,42,80,2
6,30,67,24,21,3
6,16,58,70,38,0
6,15,59,25,86,0
6,60,66,38,78,2
6,60,63,86,55,3
6,33,63,40,69,0
6,34,22,69,54,1
6,42,60,46,66,0
6,21,66,31,60,0
6,51,58,66,62,0
6,29,22,70,64,1
6,50,52,70,46,3
6,6,16,28,74,0
6,38,73,39,53,0
6,55,35,42,76,1
6,43,39,57,66,1
6,68,27,66,55,1
6,61,70,68,40,3
6,25,21,84,60,1
6,40,20,57,67,1
6,22,41,67,48,0
6,37,76,11,51,2
6,40,64,44,73,0
6,82,59,63,37,3
6,40,74,38,69,2
6,70,45,51,53,1
6,50,83,51,25,3
6,59,61,67,61,0
6,74,66,51,59,2
6,36,55,69,40,0
6,46,56,33,66,2
6,66,29,56,23,3
6,22,48,68,61,0
6,28,69,69,69,0
6,36,38,41,84,0
6,20,31,23,66,0
6,29,43,67,34,0
6,41,47,52,69,0
6,50,72,64,38,3
6,15,66,55,24,0
6,50,43,68,50,1
6,22,69,53,56,0
6,34,83,16,34,2
6,75,61,62,31,3
6,49,71,74,36,3
6,51,62,35,76,2
6,38,69,31,29,3
6,51,66,66,57,0
6,21,58,74,42,0
6,23,66,41,53,0
6,16,49,73,38,0
6,21,36,66,37,0
6,62,29,66,64,1
6,53,73,46,70,2
6,11,72,60,36,0
6,42,73,33,53,2
6,35,39,35,67,-1
6,28,37,66,35,0
6,38,66,64,56,0
6,31,65,19,68,2
6,27,25,68,60,1
6,20,31,68,65,0
6,74,76,49,32,3
6,14,41,57,76,0
6,54,66,27,46,2
6,26,70,43,25,3
6,71,32,49,57,1
6,35,44,76,49,0
6,36,34,37,71,1
6,29,64,68,31,0
6,69,35,46,37,1
6,11,43,57,69,0
6,15,41,67,62,0
6,31,53,40,72,0
6,68,49,57,48,3
6,41,66,40,30,3
6,67,34,50,25,3
6,24,81,39,55,0
6,28,50,66,57,0
6,56,72,34,60,2
6,22,19,43,75,1
6,23,69,33,29,0
6,36,70,38,51,0
6,23,27,16,73,2
6,61,53,53,80,-1
6,49,64,26,76,2
6,25,83,46,62,0
6,63,73,33,59,2
6,41,44,69,17,3
6,29,36,49,75,0
6,47,40,72,51,1
6,39,38,66,25,3
6,56,72,41,72,2
6,19,40,31,74,0
6,34,69,63,58,0
6,39,64,83,41,0
6,32,72,69,38,0
6,29,34,73,21,3
6,22,7,11,66,1
6,27,19,74,52,1
6,34,79,46,48,0
